<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
2/4/2026,22:00:00,6951.25,6951.50,6938.75,6940.75,5683
2/4/2026,22:15:00,6941.25,6948.50,6940.75,6943.75,4081
2/4/2026,22:30:00,6944.00,6945.00,6937.75,6943.25,3449
2/4/2026,22:45:00,6943.50,6954.50,6941.50,6954.00,4302
2/4/2026,23:00:00,6954.00,6956.75,6952.50,6953.75,2776
2/4/2026,23:15:00,6954.00,6956.00,6948.25,6948.50,3222
2/4/2026,23:30:00,6948.50,6952.50,6943.25,6951.25,3344
2/4/2026,23:45:00,6951.25,6958.50,6948.00,6955.75,3526
2/5/2026,00:00:00,6955.75,6957.00,6948.50,6950.25,2302
2/5/2026,00:15:00,6950.25,6957.25,6949.75,6955.75,2437
2/5/2026,00:30:00,6955.75,6959.50,6951.75,6955.50,3185
2/5/2026,00:45:00,6955.00,6960.50,6953.25,6959.25,2569
2/5/2026,01:00:00,6959.25,6963.50,6959.25,6962.75,2273
2/5/2026,01:15:00,6962.75,6965.25,6961.25,6961.50,2717
2/5/2026,01:30:00,6961.25,6967.00,6960.00,6965.00,2237
2/5/2026,01:45:00,6965.00,6967.00,6959.50,6961.25,2128
2/5/2026,02:00:00,6961.25,6966.00,6956.75,6957.75,2942
2/5/2026,02:15:00,6957.75,6971.00,6957.50,6968.75,5929
2/5/2026,02:30:00,6969.00,6973.50,6964.50,6967.50,4042
2/5/2026,02:45:00,6967.25,6971.75,6961.50,6966.00,4441
2/5/2026,03:00:00,6965.75,6966.00,6950.50,6950.50,6516
2/5/2026,03:15:00,6950.75,6957.75,6945.25,6948.75,6696
2/5/2026,03:30:00,6948.75,6963.25,6945.25,6963.00,4609
2/5/2026,03:45:00,6963.00,6968.50,6954.75,6955.50,4385
2/5/2026,04:00:00,6955.50,6959.50,6950.50,6955.00,3622
2/5/2026,04:15:00,6955.25,6965.50,6953.00,6965.25,3744
2/5/2026,04:30:00,6965.50,6968.00,6962.75,6967.00,3032
2/5/2026,04:45:00,6967.25,6967.75,6954.00,6956.00,4032
2/5/2026,05:00:00,6956.25,6960.75,6955.25,6957.75,2086
2/5/2026,05:15:00,6957.50,6960.75,6954.25,6959.25,2744
2/5/2026,05:30:00,6959.25,6966.25,6959.00,6959.00,3509
2/5/2026,05:45:00,6958.75,6963.00,6954.00,6960.50,3968
2/5/2026,06:00:00,6960.50,6965.25,6958.75,6964.75,3095
2/5/2026,06:15:00,6964.50,6970.25,6959.75,6967.50,5033
2/5/2026,06:30:00,6967.50,6969.00,6931.75,6936.75,13018
2/5/2026,06:45:00,6936.25,6939.75,6910.50,6918.00,23692
2/5/2026,07:00:00,6918.00,6922.25,6906.00,6920.25,17901
2/5/2026,07:15:00,6920.00,6927.00,6913.25,6918.25,10643
2/5/2026,07:30:00,6918.75,6923.50,6913.00,6917.25,8534
2/5/2026,07:45:00,6917.50,6929.25,6910.00,6916.50,11903
2/5/2026,08:00:00,6916.50,6917.75,6904.25,6907.25,13059
2/5/2026,08:15:00,6906.75,6918.75,6899.75,6905.75,20493
2/5/2026,08:30:00,6905.75,6908.25,6896.50,6903.25,20984
2/5/2026,08:45:00,6903.25,6927.75,6881.00,6923.50,110195
2/5/2026,09:00:00,6923.50,6931.25,6896.50,6899.75,75779
2/5/2026,09:15:00,6899.75,6907.75,6861.25,6861.75,76333
2/5/2026,09:30:00,6861.75,6879.25,6854.75,6859.75,72272
2/5/2026,09:45:00,6859.75,6878.50,6852.50,6872.50,52672
2/5/2026,10:00:00,6872.25,6876.00,6853.75,6866.75,43465
2/5/2026,10:15:00,6867.00,6870.00,6851.00,6852.00,35955
2/5/2026,10:30:00,6852.25,6891.75,6851.75,6890.25,54692
2/5/2026,10:45:00,6890.50,6901.00,6888.00,6893.00,42684
2/5/2026,11:00:00,6893.25,6909.00,6883.00,6906.00,42251
2/5/2026,11:15:00,6905.75,6907.25,6886.00,6893.75,29416
2/5/2026,11:30:00,6893.75,6913.25,6883.25,6908.75,30644
2/5/2026,11:45:00,6909.00,6916.50,6900.75,6911.00,29215
2/5/2026,12:00:00,6911.00,6920.00,6895.00,6898.00,31368
2/5/2026,12:15:00,6898.25,6907.00,6891.00,6895.25,25951
2/5/2026,12:30:00,6895.00,6897.50,6882.25,6885.25,21304
2/5/2026,12:45:00,6885.00,6893.75,6878.50,6883.75,21649
2/5/2026,13:00:00,6883.50,6886.00,6870.25,6876.75,21050
2/5/2026,13:15:00,6876.50,6902.25,6873.75,6899.50,29037
2/5/2026,13:30:00,6899.75,6908.75,6894.50,6896.25,22781
2/5/2026,13:45:00,6895.75,6896.25,6879.00,6882.25,26661
2/5/2026,14:00:00,6882.25,6886.25,6877.00,6884.25,16868
2/5/2026,14:15:00,6884.25,6902.75,6880.00,6892.00,24921
2/5/2026,14:30:00,6892.00,6892.50,6869.75,6871.25,26868
2/5/2026,14:45:00,6871.25,6877.25,6862.25,6864.50,27670
2/5/2026,15:00:00,6864.50,6874.25,6855.00,6867.75,37689
2/5/2026,15:15:00,6867.75,6878.25,6848.25,6865.75,26739
2/5/2026,15:30:00,6865.25,6866.75,6850.25,6854.75,8080
2/5/2026,15:45:00,6854.75,6855.50,6835.50,6839.50,11625
2/5/2026,16:00:00,6839.50,6843.50,6834.75,6838.50,8017
2/5/2026,17:15:00,6836.50,6844.50,6830.25,6838.00,8974
2/5/2026,17:30:00,6838.25,6840.50,6823.75,6837.00,9869
2/5/2026,17:45:00,6836.75,6839.00,6823.00,6824.25,8359
2/5/2026,18:00:00,6824.25,6824.75,6813.75,6821.25,10265
2/5/2026,18:15:00,6821.00,6821.75,6806.00,6807.25,11566
2/5/2026,18:30:00,6807.25,6828.00,6801.25,6825.25,14400
2/5/2026,18:45:00,6825.00,6832.00,6822.00,6827.50,8869
2/5/2026,19:00:00,6827.50,6834.00,6821.50,6832.25,6980
2/5/2026,19:15:00,6832.25,6839.50,6827.00,6827.25,7670
2/5/2026,19:30:00,6827.75,6830.00,6818.25,6823.75,7987
2/5/2026,19:45:00,6824.00,6845.25,6824.00,6845.00,8340
2/5/2026,20:00:00,6845.00,6854.25,6841.75,6853.25,7356
2/5/2026,20:15:00,6853.25,6860.25,6852.75,6856.75,6879
2/5/2026,20:30:00,6857.25,6860.75,6851.50,6858.25,5088
2/5/2026,20:45:00,6858.25,6860.25,6853.25,6855.50,4147
2/5/2026,21:00:00,6855.75,6857.75,6848.25,6854.00,4750
2/5/2026,21:15:00,6854.00,6858.25,6850.25,6851.75,3731
2/5/2026,21:30:00,6852.25,6853.25,6845.00,6849.50,4414
2/5/2026,21:45:00,6849.75,6855.75,6839.75,6841.50,5758
2/5/2026,22:00:00,6841.25,6852.50,6841.00,6851.00,3482
2/5/2026,22:15:00,6850.50,6850.75,6844.75,6847.00,2511
2/5/2026,22:30:00,6847.25,6849.00,6843.00,6844.25,1652
2/5/2026,22:45:00,6844.25,6845.00,6834.25,6838.25,4152
2/5/2026,23:00:00,6838.50,6840.00,6832.25,6837.50,2883
2/5/2026,23:15:00,6837.50,6840.75,6831.75,6838.50,2857
2/5/2026,23:30:00,6838.50,6842.75,6836.25,6842.50,3231
2/5/2026,23:45:00,6842.25,6857.25,6842.00,6856.25,3980
2/6/2026,00:00:00,6856.25,6863.50,6853.75,6860.00,3152
2/6/2026,00:15:00,6860.00,6865.50,6859.25,6862.50,2881
2/6/2026,00:30:00,6862.50,6865.25,6859.50,6863.00,2160
2/6/2026,00:45:00,6862.50,6866.00,6854.75,6856.75,3065
2/6/2026,01:00:00,6857.00,6857.50,6853.25,6854.75,1828
2/6/2026,01:15:00,6854.75,6855.50,6847.00,6851.00,3140
2/6/2026,01:30:00,6851.25,6861.75,6850.00,6859.50,3466
2/6/2026,01:45:00,6859.50,6861.00,6855.25,6855.50,2509
2/6/2026,02:00:00,6855.50,6859.25,6853.00,6859.25,2271
2/6/2026,02:15:00,6859.00,6866.75,6846.50,6863.25,7457
2/6/2026,02:30:00,6863.00,6867.50,6857.25,6857.50,5175
2/6/2026,02:45:00,6857.50,6867.25,6854.75,6862.50,5657
2/6/2026,03:00:00,6862.50,6870.50,6855.75,6866.00,4399
2/6/2026,03:15:00,6866.00,6881.25,6861.00,6880.50,7047
2/6/2026,03:30:00,6880.50,6888.75,6873.75,6888.00,9073
2/6/2026,03:45:00,6887.50,6898.75,6887.25,6898.00,8015
2/6/2026,04:00:00,6898.00,6898.00,6891.25,6893.00,4094
2/6/2026,04:15:00,6892.75,6893.25,6886.75,6889.75,3463
2/6/2026,04:30:00,6889.75,6893.75,6885.50,6886.00,2773
2/6/2026,04:45:00,6886.75,6895.75,6884.75,6893.50,2642
2/6/2026,05:00:00,6893.50,6899.75,6891.50,6899.00,2588
2/6/2026,05:15:00,6898.50,6908.75,6898.25,6908.25,5844
2/6/2026,05:30:00,6908.00,6911.75,6905.25,6906.50,3690
2/6/2026,05:45:00,6906.25,6915.25,6904.00,6912.50,5149
2/6/2026,06:00:00,6912.25,6919.75,6909.50,6915.50,5188
2/6/2026,06:15:00,6915.25,6917.50,6905.25,6906.25,5611
2/6/2026,06:30:00,6906.00,6911.50,6903.00,6905.00,5088
2/6/2026,06:45:00,6904.75,6911.00,6901.00,6904.25,6588
2/6/2026,07:00:00,6904.50,6907.25,6895.50,6899.75,5473
2/6/2026,07:15:00,6900.00,6905.75,6896.50,6904.50,5290
2/6/2026,07:30:00,6904.50,6913.50,6900.00,6908.00,7326
2/6/2026,07:45:00,6908.00,6914.25,6899.00,6905.75,10072
2/6/2026,08:00:00,6905.75,6908.75,6902.00,6906.75,6823
2/6/2026,08:15:00,6906.75,6911.50,6903.75,6908.25,6478
2/6/2026,08:30:00,6908.25,6911.50,6902.75,6906.00,9093
2/6/2026,08:45:00,6906.00,6947.25,6899.75,6947.00,81421
2/6/2026,09:00:00,6947.25,6957.00,6937.25,6939.50,61777
2/6/2026,09:15:00,6939.75,6946.75,6925.25,6929.00,68383
2/6/2026,09:30:00,6928.75,6949.75,6922.50,6948.25,61482
2/6/2026,09:45:00,6948.25,6959.50,6940.50,6955.25,39686
2/6/2026,10:00:00,6955.50,6962.50,6935.00,6949.75,49163
2/6/2026,10:15:00,6949.50,6966.50,6945.75,6965.50,36294
2/6/2026,10:30:00,6965.25,6968.75,6957.50,6963.00,26422
2/6/2026,10:45:00,6962.75,6972.00,6962.25,6968.75,24303
2/6/2026,11:00:00,6968.75,6972.00,6961.25,6966.25,18600
2/6/2026,11:15:00,6966.50,6976.00,6963.25,6970.75,23306
2/6/2026,11:30:00,6971.25,6976.75,6967.75,6976.50,15239
2/6/2026,11:45:00,6976.75,6981.00,6970.25,6977.00,21174
2/6/2026,12:00:00,6977.00,6987.50,6976.75,6981.25,19635
2/6/2026,12:15:00,6981.50,6987.25,6981.00,6982.50,14031
2/6/2026,12:30:00,6982.25,6986.50,6977.75,6981.50,16425
2/6/2026,12:45:00,6981.50,6986.50,6980.50,6985.00,11736
2/6/2026,13:00:00,6985.00,6988.50,6981.25,6982.25,10824
2/6/2026,13:15:00,6982.25,6986.25,6980.75,6981.00,10238
2/6/2026,13:30:00,6981.00,6987.25,6979.25,6987.00,12293
2/6/2026,13:45:00,6987.00,6987.75,6981.00,6981.75,10124
2/6/2026,14:00:00,6981.75,6989.75,6981.50,6985.50,12651
2/6/2026,14:15:00,6985.25,6990.25,6983.00,6986.50,10717
2/6/2026,14:30:00,6986.50,6993.25,6986.25,6989.50,13602
2/6/2026,14:45:00,6989.25,6999.50,6987.50,6999.50,17261
2/6/2026,15:00:00,6999.50,7015.25,6997.25,6998.50,53338
2/6/2026,15:15:00,6998.50,7002.00,6993.50,6996.25,18483
2/6/2026,15:30:00,6996.00,6997.25,6992.50,6994.00,3896
2/6/2026,15:45:00,6994.00,6996.50,6992.50,6995.50,2972
2/6/2026,16:00:00,6995.50,6997.50,6991.75,6996.00,3880
2/8/2026,17:15:00,7009.75,7023.75,7007.75,7021.25,10026
2/8/2026,17:30:00,7021.25,7024.75,7017.25,7018.00,4882
2/8/2026,17:45:00,7018.00,7026.25,7015.75,7023.75,6382
2/8/2026,18:00:00,7024.00,7028.75,7020.50,7022.75,5227
2/8/2026,18:15:00,7022.50,7029.50,7021.50,7027.00,6326
2/8/2026,18:30:00,7027.00,7029.25,7020.75,7021.25,4852
2/8/2026,18:45:00,7021.00,7027.00,7019.25,7022.25,3617
2/8/2026,19:00:00,7022.00,7022.75,7017.75,7019.50,3211
2/8/2026,19:15:00,7019.50,7019.75,7014.50,7015.50,4953
2/8/2026,19:30:00,7015.75,7018.50,7013.75,7014.75,3365
2/8/2026,19:45:00,7014.50,7018.25,7011.50,7013.00,3887
2/8/2026,20:00:00,7013.25,7014.00,7008.00,7011.25,4552
2/8/2026,20:15:00,7011.00,7017.25,7008.25,7012.00,4144
2/8/2026,20:30:00,7012.00,7014.25,7007.50,7010.25,3101
2/8/2026,20:45:00,7010.25,7017.25,7010.00,7016.25,2964
2/8/2026,21:00:00,7016.50,7017.00,7010.25,7011.50,2122
2/8/2026,21:15:00,7011.50,7014.00,7009.00,7010.50,1619
2/8/2026,21:30:00,7010.50,7012.25,7008.50,7008.50,1667
2/8/2026,21:45:00,7008.75,7011.50,7006.25,7010.00,3135
2/8/2026,22:00:00,7010.25,7011.75,7006.75,7006.75,1945
2/8/2026,22:15:00,7007.00,7012.75,7006.75,7011.50,1871
2/8/2026,22:30:00,7011.50,7012.50,7009.50,7011.25,1494
2/8/2026,22:45:00,7011.50,7011.50,7008.25,7010.00,1591
2/8/2026,23:00:00,7010.00,7011.25,7007.25,7008.50,1353
2/8/2026,23:15:00,7008.50,7009.75,7006.50,7009.25,1974
2/8/2026,23:30:00,7009.25,7013.75,7009.25,7011.25,2400
2/8/2026,23:45:00,7011.00,7014.00,7009.50,7009.75,2346
2/9/2026,00:00:00,7009.75,7013.75,7008.50,7013.00,1363
2/9/2026,00:15:00,7012.75,7013.50,7003.00,7009.50,8487
2/9/2026,00:30:00,7009.25,7009.50,7003.25,7004.75,3306
2/9/2026,00:45:00,7004.75,7010.50,7004.25,7007.75,2455
2/9/2026,01:00:00,7007.50,7010.00,7002.75,7004.75,2926
2/9/2026,01:15:00,7004.75,7006.50,7002.25,7002.50,2396
2/9/2026,01:30:00,7002.75,7005.50,6998.75,6999.25,4252
2/9/2026,01:45:00,6999.50,7002.25,6996.50,7001.00,2615
2/9/2026,02:00:00,7001.00,7006.75,7001.00,7003.50,2625
2/9/2026,02:15:00,7003.25,7015.75,7002.00,7013.50,6475
2/9/2026,02:30:00,7013.25,7014.25,7007.75,7008.75,3591
2/9/2026,02:45:00,7008.75,7010.50,7002.75,7007.75,3511
2/9/2026,03:00:00,7007.75,7010.50,7005.25,7006.00,1603
2/9/2026,03:15:00,7006.00,7009.75,7004.50,7005.00,2556
2/9/2026,03:30:00,7005.00,7008.25,7003.00,7005.75,2114
2/9/2026,03:45:00,7005.50,7006.75,6998.25,7001.50,3135
2/9/2026,04:00:00,7001.50,7002.75,6991.00,6993.25,4832
2/9/2026,04:15:00,6993.50,6994.75,6987.00,6989.25,4536
2/9/2026,04:30:00,6989.25,6989.50,6982.75,6983.25,4771
2/9/2026,04:45:00,6983.50,6983.75,6970.75,6973.75,9175
2/9/2026,05:00:00,6974.00,6987.00,6972.75,6985.50,7475
2/9/2026,05:15:00,6985.50,6988.25,6980.75,6983.75,3970
2/9/2026,05:30:00,6983.75,6989.25,6980.50,6988.25,3569
2/9/2026,05:45:00,6988.00,6989.50,6983.50,6984.75,2991
2/9/2026,06:00:00,6985.00,6988.00,6981.75,6984.50,3424
2/9/2026,06:15:00,6985.00,6993.00,6978.00,6992.00,7511
2/9/2026,06:30:00,6991.75,6993.75,6986.75,6992.75,3452
2/9/2026,06:45:00,6992.75,6995.25,6989.00,6990.50,4455
2/9/2026,07:00:00,6990.75,6995.75,6989.25,6995.75,3342
2/9/2026,07:15:00,6995.25,7004.00,6995.25,7000.75,7142
2/9/2026,07:30:00,7000.75,7003.75,6996.25,6997.50,5517
2/9/2026,07:45:00,6997.50,6998.25,6991.25,6993.00,5735
2/9/2026,08:00:00,6993.25,6994.50,6987.00,6988.00,6602
2/9/2026,08:15:00,6988.00,6990.50,6982.50,6985.75,9282
2/9/2026,08:30:00,6986.00,6987.50,6979.50,6985.25,10750
2/9/2026,08:45:00,6985.00,7006.75,6974.00,7002.75,68437
2/9/2026,09:00:00,7003.00,7007.50,6988.25,6994.75,53734
2/9/2026,09:15:00,6994.75,7010.50,6992.75,7009.00,39786
2/9/2026,09:30:00,7009.00,7020.50,7007.75,7010.50,39503
2/9/2026,09:45:00,7010.50,7028.75,7010.25,7026.50,34231
2/9/2026,10:00:00,7026.50,7035.75,7023.25,7033.50,30654
2/9/2026,10:15:00,7033.25,7037.50,7031.75,7034.25,21640
2/9/2026,10:30:00,7034.25,7039.00,7031.75,7038.00,16938
2/9/2026,10:45:00,7038.00,7041.25,7033.75,7041.00,19208
2/9/2026,11:00:00,7041.00,7047.25,7040.75,7045.25,21152
2/9/2026,11:15:00,7045.25,7047.75,7043.25,7046.00,13399
2/9/2026,11:30:00,7045.75,7047.25,7042.25,7042.75,15056
2/9/2026,11:45:00,7042.50,7046.25,7039.25,7040.50,15731
2/9/2026,12:00:00,7040.50,7041.25,7035.75,7037.00,13234
2/9/2026,12:15:00,7036.75,7040.75,7034.50,7040.00,16202
2/9/2026,12:30:00,7040.00,7041.50,7026.75,7033.75,31964
2/9/2026,12:45:00,7033.50,7043.25,7031.00,7041.50,19842
2/9/2026,13:00:00,7041.25,7043.50,7036.25,7038.00,13451
2/9/2026,13:15:00,7038.00,7044.75,7036.25,7044.00,16715
2/9/2026,13:30:00,7043.75,7050.25,7043.00,7048.75,16735
2/9/2026,13:45:00,7049.00,7050.00,7046.00,7047.00,11253
2/9/2026,14:00:00,7047.00,7048.50,7044.50,7045.25,9757
2/9/2026,14:15:00,7045.50,7048.50,7044.25,7045.25,9859
2/9/2026,14:30:00,7045.25,7045.50,7034.25,7036.75,24417
2/9/2026,14:45:00,7036.75,7039.75,7029.75,7037.50,29772
2/9/2026,15:00:00,7037.25,7041.75,7030.00,7030.00,40191
2/9/2026,15:15:00,7030.25,7036.50,7029.75,7035.75,11501
2/9/2026,15:30:00,7036.00,7036.50,7032.00,7034.00,2243
2/9/2026,15:45:00,7033.75,7035.25,7033.25,7035.25,1997
2/9/2026,16:00:00,7035.25,7036.00,7032.25,7033.50,2525
2/9/2026,17:15:00,7034.00,7039.25,7030.25,7032.50,5106
2/9/2026,17:30:00,7032.50,7033.25,7030.00,7031.75,3391
2/9/2026,17:45:00,7031.75,7034.75,7028.50,7033.00,3908
2/9/2026,18:00:00,7032.75,7032.75,7025.50,7028.50,4311
2/9/2026,18:15:00,7028.50,7031.75,7023.75,7023.75,4458
2/9/2026,18:30:00,7024.25,7027.50,7024.00,7026.00,2500
2/9/2026,18:45:00,7025.75,7027.25,7024.00,7024.50,1789
2/9/2026,19:00:00,7024.25,7029.50,7024.00,7027.75,2411
2/9/2026,19:15:00,7028.00,7029.50,7026.75,7028.25,1891
2/9/2026,19:30:00,7028.50,7030.00,7025.25,7026.00,2694
2/9/2026,19:45:00,7026.00,7030.75,7023.25,7029.75,4021
2/9/2026,20:00:00,7030.00,7033.00,7027.00,7030.50,3656
2/9/2026,20:15:00,7030.50,7030.75,7027.00,7028.75,1620
2/9/2026,20:30:00,7028.75,7030.50,7026.25,7028.50,1623
2/9/2026,20:45:00,7028.25,7029.00,7022.50,7026.00,2752
2/9/2026,21:00:00,7026.25,7028.25,7024.75,7026.00,1295
2/9/2026,21:15:00,7026.25,7026.25,7022.25,7023.00,1467
2/9/2026,21:30:00,7023.25,7026.50,7022.00,7024.50,1779
2/9/2026,21:45:00,7024.50,7028.50,7024.00,7025.75,1545
2/9/2026,22:00:00,7026.00,7028.25,7025.50,7026.50,1007
2/9/2026,22:15:00,7026.50,7030.50,7026.25,7029.75,1664
2/9/2026,22:30:00,7029.50,7030.75,7028.25,7030.00,816
2/9/2026,22:45:00,7030.25,7031.50,7028.75,7030.75,1070
2/9/2026,23:00:00,7030.75,7034.00,7030.25,7033.50,1776
2/9/2026,23:15:00,7033.50,7034.00,7031.50,7032.25,1071
2/9/2026,23:30:00,7032.25,7032.50,7028.00,7028.75,1854
2/9/2026,23:45:00,7028.75,7036.00,7027.75,7032.50,2682
2/10/2026,00:00:00,7032.25,7035.75,7031.50,7034.50,1172
2/10/2026,00:15:00,7034.50,7035.00,7030.25,7031.00,1517
2/10/2026,00:30:00,7031.00,7031.50,7028.00,7028.75,1832
2/10/2026,00:45:00,7028.50,7029.50,7024.75,7025.50,1856
2/10/2026,01:00:00,7025.75,7027.50,7024.25,7027.50,1516
2/10/2026,01:15:00,7027.75,7032.75,7026.75,7030.75,2618
2/10/2026,01:30:00,7030.50,7033.75,7029.25,7031.75,1298
2/10/2026,01:45:00,7031.75,7033.75,7030.75,7032.75,1090
2/10/2026,02:00:00,7032.50,7034.75,7031.25,7034.50,974
2/10/2026,02:15:00,7034.75,7037.25,7029.25,7036.50,4019
2/10/2026,02:30:00,7036.50,7037.00,7030.25,7033.25,2893
2/10/2026,02:45:00,7033.00,7036.75,7032.00,7032.75,2131
2/10/2026,03:00:00,7032.75,7037.00,7031.75,7034.75,1851
2/10/2026,03:15:00,7035.00,7043.00,7035.00,7042.25,3954
2/10/2026,03:30:00,7042.50,7047.25,7042.50,7045.50,2788
2/10/2026,03:45:00,7045.75,7046.00,7043.00,7043.50,1571
2/10/2026,04:00:00,7043.75,7043.75,7036.50,7038.50,2846
2/10/2026,04:15:00,7038.50,7039.75,7034.00,7039.25,3246
2/10/2026,04:30:00,7039.25,7039.75,7035.25,7038.25,4011
2/10/2026,04:45:00,7038.25,7038.75,7035.00,7037.75,2707
2/10/2026,05:00:00,7037.50,7042.25,7037.25,7039.00,2474
2/10/2026,05:15:00,7038.75,7038.75,7034.50,7036.25,2295
2/10/2026,05:30:00,7036.25,7040.25,7036.00,7038.00,1654
2/10/2026,05:45:00,7038.25,7041.00,7037.50,7039.25,1388
2/10/2026,06:00:00,7039.50,7042.25,7039.00,7041.50,1465
2/10/2026,06:15:00,7041.50,7044.75,7041.25,7042.75,2642
2/10/2026,06:30:00,7043.00,7045.00,7041.25,7044.75,1974
2/10/2026,06:45:00,7044.75,7046.00,7032.75,7035.25,6142
2/10/2026,07:00:00,7035.25,7035.75,7027.25,7027.50,7466
2/10/2026,07:15:00,7027.75,7028.25,7020.25,7025.25,10933
2/10/2026,07:30:00,7025.00,7030.00,7022.25,7028.50,7203
2/10/2026,07:45:00,7028.00,7032.50,7021.00,7029.50,11972
2/10/2026,08:00:00,7029.50,7034.25,7029.25,7033.75,7382
2/10/2026,08:15:00,7033.75,7037.50,7033.25,7036.75,7885
2/10/2026,08:30:00,7037.00,7040.75,7036.50,7039.75,9724
2/10/2026,08:45:00,7039.75,7046.25,7024.75,7030.25,70472
2/10/2026,09:00:00,7030.25,7053.25,7026.50,7048.00,64590
2/10/2026,09:15:00,7048.00,7054.75,7037.00,7044.50,59618
2/10/2026,09:30:00,7044.50,7054.25,7039.75,7049.50,52038
2/10/2026,09:45:00,7049.50,7056.00,7044.00,7051.25,41323
2/10/2026,10:00:00,7051.25,7052.50,7039.25,7044.25,37723
2/10/2026,10:15:00,7044.50,7047.00,7036.25,7039.50,32056
2/10/2026,10:30:00,7039.25,7043.75,7031.25,7038.25,42845
2/10/2026,10:45:00,7038.00,7041.50,7034.75,7037.00,25598
2/10/2026,11:00:00,7036.75,7044.50,7033.75,7038.25,29213
2/10/2026,11:15:00,7038.25,7046.25,7032.25,7045.50,27145
2/10/2026,11:30:00,7045.25,7047.50,7040.00,7043.00,20320
2/10/2026,11:45:00,7043.00,7046.25,7038.75,7045.25,15246
2/10/2026,12:00:00,7045.25,7048.50,7043.75,7045.00,14680
2/10/2026,12:15:00,7045.00,7045.25,7035.75,7036.25,19464
2/10/2026,12:30:00,7036.50,7037.00,7024.00,7024.50,39237
2/10/2026,12:45:00,7024.50,7029.00,7020.00,7026.50,34675
2/10/2026,13:00:00,7026.50,7028.50,7018.50,7026.75,29831
2/10/2026,13:15:00,7026.75,7029.25,7022.50,7027.00,22220
2/10/2026,13:30:00,7026.75,7029.50,7021.50,7029.00,17142
2/10/2026,13:45:00,7029.25,7031.75,7024.00,7025.50,19149
2/10/2026,14:00:00,7025.50,7029.50,7024.00,7028.25,13962
2/10/2026,14:15:00,7028.00,7030.50,7021.00,7022.50,18541
2/10/2026,14:30:00,7022.50,7029.00,7021.25,7023.50,19017
2/10/2026,14:45:00,7023.25,7025.75,7019.00,7020.75,20697
2/10/2026,15:00:00,7020.75,7024.50,7006.75,7011.00,62011
2/10/2026,15:15:00,7011.00,7017.00,7009.00,7016.25,13693
2/10/2026,15:30:00,7016.25,7016.75,7013.50,7014.25,3037
2/10/2026,15:45:00,7014.75,7018.25,7014.50,7018.25,3062
2/10/2026,16:00:00,7018.00,7020.50,7017.25,7020.00,3032
2/10/2026,17:15:00,7020.75,7025.00,7019.50,7024.25,3873
2/10/2026,17:30:00,7024.25,7025.75,7023.50,7024.25,2387
2/10/2026,17:45:00,7024.25,7025.00,7022.75,7024.50,2201
2/10/2026,18:00:00,7024.50,7025.75,7023.75,7024.50,1467
2/10/2026,18:15:00,7024.50,7027.00,7024.00,7026.00,1940
2/10/2026,18:30:00,7026.00,7026.50,7023.50,7025.50,1435
2/10/2026,18:45:00,7025.50,7027.75,7025.25,7027.25,1189
2/10/2026,19:00:00,7027.25,7028.25,7026.75,7027.50,802
2/10/2026,19:15:00,7027.50,7031.25,7027.50,7030.25,2285
2/10/2026,19:30:00,7030.25,7031.25,7028.75,7029.50,1723
2/10/2026,19:45:00,7029.25,7031.50,7029.00,7031.00,1497
2/10/2026,20:00:00,7031.00,7033.25,7031.00,7031.50,1938
2/10/2026,20:15:00,7031.25,7031.75,7030.00,7030.75,1551
2/10/2026,20:30:00,7031.00,7033.00,7030.50,7031.25,1130
2/10/2026,20:45:00,7031.50,7032.00,7029.00,7029.75,1126
2/10/2026,21:00:00,7030.00,7033.00,7030.00,7031.50,918
2/10/2026,21:15:00,7031.75,7032.25,7030.25,7030.75,674
2/10/2026,21:30:00,7030.75,7032.75,7028.75,7032.25,1339
2/10/2026,21:45:00,7032.25,7034.00,7031.25,7033.75,1343
2/10/2026,22:00:00,7033.75,7035.75,7033.50,7034.75,1702
2/10/2026,22:15:00,7035.00,7035.50,7032.50,7033.50,1069
2/10/2026,22:30:00,7033.50,7034.50,7031.25,7031.50,1130
2/10/2026,22:45:00,7031.50,7031.75,7027.00,7028.75,2075
2/10/2026,23:00:00,7029.00,7030.50,7028.75,7029.25,954
2/10/2026,23:15:00,7029.25,7032.00,7028.25,7031.00,1223
2/10/2026,23:30:00,7031.00,7033.00,7028.25,7029.00,1163
2/10/2026,23:45:00,7029.00,7029.25,7025.50,7026.00,1856
2/11/2026,00:00:00,7025.75,7026.75,7024.75,7026.00,952
2/11/2026,00:15:00,7026.00,7030.50,7025.75,7026.00,1947
2/11/2026,00:30:00,7025.75,7026.75,7023.75,7024.25,2103
2/11/2026,00:45:00,7024.25,7026.50,7023.25,7025.25,1029
2/11/2026,01:00:00,7025.25,7025.25,7023.25,7023.75,979
2/11/2026,01:15:00,7023.75,7026.00,7020.50,7021.00,1894
2/11/2026,01:30:00,7021.00,7027.50,7020.75,7026.50,1812
2/11/2026,01:45:00,7026.75,7026.75,7022.50,7024.50,1579
2/11/2026,02:00:00,7024.50,7027.00,7022.50,7024.25,1559
2/11/2026,02:15:00,7024.25,7025.75,7016.50,7017.00,3644
2/11/2026,02:30:00,7017.25,7021.25,7013.25,7018.75,3736
2/11/2026,02:45:00,7019.00,7025.50,7019.00,7024.00,2693
